,_id,ltable_id,rtable_id,id_id_exm,id_id_anm,id_id_lev_dist,id_id_lev_sim,Artist_Name_Artist_Name_jac_qgm_3_qgm_3,Artist_Name_Artist_Name_cos_dlm_dc0_dlm_dc0,Artist_Name_Artist_Name_jac_dlm_dc0_dlm_dc0,Artist_Name_Artist_Name_mel,Artist_Name_Artist_Name_lev_dist,Artist_Name_Artist_Name_lev_sim,Artist_Name_Artist_Name_nmw,Artist_Name_Artist_Name_sw,Released_Released_exm,Released_Released_anm,Released_Released_lev_dist,Released_Released_lev_sim,label,predicted_labels
23,23,474,44377,0,0.010681208734254266,3,0.4,0.0,0.0,0.0,0.5761904716491699,8.0,0.19999999999999996,-2.0,2.0,0,0.9830929885629041,4.0,0.0,-1,0
24,24,480,17455,0,0.02749928387281586,4,0.19999999999999996,1.0,1.0,1.0,1.0,0.0,1.0,10.0,10.0,1,1.0,0.0,1.0,-1,1
25,25,480,44377,0,0.010816413908105504,4,0.19999999999999996,0.0,0.0,0.0,0.5761904716491699,8.0,0.19999999999999996,-2.0,2.0,0,0.9830929885629041,4.0,0.0,-1,0
26,26,488,17455,0,0.02795760527069613,4,0.19999999999999996,1.0,1.0,1.0,1.0,0.0,1.0,10.0,10.0,1,1.0,0.0,1.0,-1,1
27,27,488,44377,0,0.010996687473240674,4,0.19999999999999996,0.0,0.0,0.0,0.5761904716491699,8.0,0.19999999999999996,-2.0,2.0,0,0.9830929885629041,4.0,0.0,-1,0
28,28,510,17455,0,0.029217989114866838,5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,10.0,1,1.0,0.0,1.0,-1,1
29,29,510,44377,0,0.01149243977736214,5,0.0,0.0,0.0,0.0,0.5761904716491699,8.0,0.19999999999999996,-2.0,2.0,0,0.9830929885629041,4.0,0.0,-1,0
30,30,530,17455,0,0.030363792609567453,5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,10.0,1,1.0,0.0,1.0,-1,1
31,31,530,44377,0,0.011943123690199897,4,0.19999999999999996,0.0,0.0,0.0,0.5761904716491699,8.0,0.19999999999999996,-2.0,2.0,0,0.9830929885629041,4.0,0.0,-1,0
32,32,544,17455,0,0.031165855055857894,4,0.19999999999999996,1.0,1.0,1.0,1.0,0.0,1.0,10.0,10.0,1,1.0,0.0,1.0,-1,1
33,33,544,44377,0,0.012258602429186305,4,0.19999999999999996,0.0,0.0,0.0,0.5761904716491699,8.0,0.19999999999999996,-2.0,2.0,0,0.9830929885629041,4.0,0.0,-1,0
34,34,545,17455,0,0.031223145230592997,3,0.4,1.0,1.0,1.0,1.0,0.0,1.0,10.0,10.0,1,1.0,0.0,1.0,-1,1
35,35,545,44377,0,0.012281136624828215,4,0.19999999999999996,0.0,0.0,0.0,0.5761904716491699,8.0,0.19999999999999996,-2.0,2.0,0,0.9830929885629041,4.0,0.0,-1,0
36,36,555,17455,0,0.03179604697794325,3,0.4,1.0,1.0,1.0,1.0,0.0,1.0,10.0,10.0,1,1.0,0.0,1.0,-1,1
37,37,555,44377,0,0.012506478581247094,5,0.0,0.0,0.0,0.0,0.5761904716491699,8.0,0.19999999999999996,-2.0,2.0,0,0.9830929885629041,4.0,0.0,-1,0
38,38,465,31997,0,0.014532612432415548,5,0.0,0.0,0.0,0.0,0.43913042545318604,19.0,0.17391304347826086,-9.0,2.0,0,0.9910625620655412,4.0,0.0,-1,0
39,39,465,56597,0,0.008215983179320485,3,0.4,0.0,0.0,0.0,0.4952380955219269,9.0,0.09999999999999998,-2.0,2.0,0,0.9791459781529295,4.0,0.0,-1,0
40,40,465,76110,0,0.006109578242018077,4,0.19999999999999996,0.0,0.0,0.0,0.38333332538604736,14.0,0.125,-4.0,2.0,0,0.9895729890764647,4.0,0.0,-1,0
41,41,465,82100,0,0.0056638246041412765,5,0.0,0.0,0.0,0.0,0.6595959663391113,8.0,0.2727272727272727,2.0,3.0,0,0.9985126425384234,1.0,0.75,-1,0
42,42,472,31997,0,0.014751382942150837,5,0.0,0.0,0.0,0.0,0.43913042545318604,19.0,0.17391304347826086,-9.0,2.0,0,0.9910625620655412,4.0,0.0,-1,0
43,43,472,56597,0,0.008339664646536016,5,0.0,0.0,0.0,0.0,0.4952380955219269,9.0,0.09999999999999998,-2.0,2.0,0,0.9791459781529295,4.0,0.0,-1,0
44,44,472,76110,0,0.006201550387596955,5,0.0,0.0,0.0,0.0,0.38333332538604736,14.0,0.125,-4.0,2.0,0,0.9895729890764647,4.0,0.0,-1,0
45,45,472,82100,0,0.0057490864799025765,5,0.0,0.0,0.0,0.0,0.6595959663391113,8.0,0.2727272727272727,2.0,3.0,0,0.9985126425384234,1.0,0.75,-1,0
46,46,478,31997,0,0.014938900521923926,5,0.0,0.0,0.0,0.0,0.43913042545318604,19.0,0.17391304347826086,-9.0,2.0,0,0.9910625620655412,4.0,0.0,-1,0
47,47,478,56597,0,0.008445677332720836,5,0.0,0.0,0.0,0.0,0.4952380955219269,9.0,0.09999999999999998,-2.0,2.0,0,0.9791459781529295,4.0,0.0,-1,0
48,48,478,76110,0,0.006280383655235866,5,0.0,0.0,0.0,0.0,0.38333332538604736,14.0,0.125,-4.0,2.0,0,0.9895729890764647,4.0,0.0,-1,0
49,49,478,82100,0,0.0058221680876979764,5,0.0,0.0,0.0,0.0,0.6595959663391113,8.0,0.2727272727272727,2.0,3.0,0,0.9985126425384234,1.0,0.75,-1,0
50,50,533,31997,0,0.016657811669844036,5,0.0,0.0,0.0,0.0,0.43913042545318604,19.0,0.17391304347826086,-9.0,2.0,0,0.9910625620655412,4.0,0.0,-1,0
51,51,533,56597,0,0.009417460289414592,4,0.19999999999999996,0.0,0.0,0.0,0.4952380955219269,9.0,0.09999999999999998,-2.0,2.0,0,0.9791459781529295,4.0,0.0,-1,0
52,52,533,76110,0,0.007003021941926146,5,0.0,0.0,0.0,0.0,0.38333332538604736,14.0,0.125,-4.0,2.0,0,0.9895729890764647,4.0,0.0,-1,0
53,53,533,82100,0,0.006492082825822143,5,0.0,0.0,0.0,0.0,0.6595959663391113,8.0,0.2727272727272727,2.0,3.0,0,0.9985126425384234,1.0,0.75,-1,0
54,54,486,59244,0,0.008203362365809208,5,0.0,0.024390243902439025,0.0,0.0,0.43510738015174866,18.0,0.1428571428571429,-1.0,2.0,0,0.9910492292391845,4.0,0.0,-1,0
55,55,486,81543,0,0.005960045620102328,5,0.0,0.0,0.0,0.0,0.4075702130794525,19.0,0.09523809523809523,-6.0,2.0,0,0.9995029821073559,1.0,0.75,-1,0
56,56,490,59244,0,0.008270879751536064,4,0.19999999999999996,0.024390243902439025,0.0,0.0,0.43510738015174866,18.0,0.1428571428571429,-1.0,2.0,0,0.9910492292391845,4.0,0.0,-1,0
57,57,490,81543,0,0.006009099493518799,5,0.0,0.0,0.0,0.0,0.4075702130794525,19.0,0.09523809523809523,-6.0,2.0,0,0.9995029821073559,1.0,0.75,-1,0
58,58,528,59244,0,0.00891229491594081,3,0.4,0.024390243902439025,0.0,0.0,0.43510738015174866,18.0,0.1428571428571429,-1.0,2.0,0,0.9910492292391845,4.0,0.0,-1,0
59,59,528,81543,0,0.006475111290975333,4,0.19999999999999996,0.0,0.0,0.0,0.4075702130794525,19.0,0.09523809523809523,-6.0,2.0,0,0.9995029821073559,1.0,0.75,-1,0
60,60,577,59244,0,0.009739382891094439,4,0.19999999999999996,0.024390243902439025,0.0,0.0,0.43510738015174866,18.0,0.1428571428571429,-1.0,2.0,0,0.9910492292391845,4.0,0.0,-1,0
61,61,577,81543,0,0.007076021240327135,4,0.19999999999999996,0.0,0.0,0.0,0.4075702130794525,19.0,0.09523809523809523,-6.0,2.0,0,0.9995029821073559,1.0,0.75,-1,0
62,62,489,76673,0,0.006377734013277125,5,0.0,0.0,0.0,0.0,0.44999998807907104,9.0,0.09999999999999998,-5.0,1.0,0,0.9930382894082546,4.0,0.0,-1,0
63,63,512,76673,0,0.006677709232715601,5,0.0,0.0,0.0,0.0,0.44999998807907104,9.0,0.09999999999999998,-5.0,1.0,0,0.9930382894082546,4.0,0.0,-1,0
64,64,513,76673,0,0.006690751633560699,4,0.19999999999999996,0.0,0.0,0.0,0.44999998807907104,9.0,0.09999999999999998,-5.0,1.0,0,0.9930382894082546,4.0,0.0,-1,0
65,65,550,76673,0,0.007173320464831212,5,0.0,0.0,0.0,0.0,0.44999998807907104,9.0,0.09999999999999998,-5.0,1.0,0,0.9930382894082546,4.0,0.0,-1,0
66,66,570,76673,0,0.007434168481734171,4,0.19999999999999996,0.0,0.0,0.0,0.44999998807907104,9.0,0.09999999999999998,-5.0,1.0,0,0.9930382894082546,4.0,0.0,-1,0
67,67,511,10189,0,0.050152124840514234,4,0.19999999999999996,0.04878048780487805,0.0,0.0,0.6415106654167175,22.0,0.24137931034482762,-12.0,5.0,0,0.9885629040278469,4.0,0.0,-1,0
68,68,511,12177,0,0.04196435903752982,4,0.19999999999999996,0.0,0.0,0.0,0.5314815044403076,9.0,0.09999999999999998,0.0,2.0,0,0.991546494281452,4.0,0.0,-1,0
69,69,511,74723,0,0.006838590527682209,5,0.0,0.0,0.0,0.0,0.41428571939468384,9.0,0.09999999999999998,-2.0,1.0,0,0.9875683739433118,4.0,0.0,-1,0
70,70,511,79058,0,0.006463608995927017,5,0.0,0.037037037037037035,0.0,0.0,0.5307142734527588,11.0,0.2142857142857143,-1.0,2.0,0,0.9995029821073559,1.0,0.75,-1,0
71,71,525,10189,0,0.05152615565806262,5,0.0,0.04878048780487805,0.0,0.0,0.6415106654167175,22.0,0.24137931034482762,-12.0,5.0,0,0.9885629040278469,4.0,0.0,-1,0
72,72,525,12177,0,0.04311406750431146,4,0.19999999999999996,0.0,0.0,0.0,0.5314815044403076,9.0,0.09999999999999998,0.0,2.0,0,0.991546494281452,4.0,0.0,-1,0
73,73,525,74723,0,0.00702594917227628,4,0.19999999999999996,0.0,0.0,0.0,0.41428571939468384,9.0,0.09999999999999998,-2.0,1.0,0,0.9875683739433118,4.0,0.0,-1,0
74,74,525,79058,0,0.006640694173897677,4,0.19999999999999996,0.037037037037037035,0.0,0.0,0.5307142734527588,11.0,0.2142857142857143,-1.0,2.0,0,0.9995029821073559,1.0,0.75,-1,0
75,75,526,10189,0,0.05162430071645896,5,0.0,0.04878048780487805,0.0,0.0,0.6415106654167175,22.0,0.24137931034482762,-12.0,5.0,0,0.9885629040278469,4.0,0.0,-1,0
76,76,526,12177,0,0.04319618953765292,4,0.19999999999999996,0.0,0.0,0.0,0.5314815044403076,9.0,0.09999999999999998,0.0,2.0,0,0.991546494281452,4.0,0.0,-1,0
77,77,526,74723,0,0.00703933193260442,4,0.19999999999999996,0.0,0.0,0.0,0.41428571939468384,9.0,0.09999999999999998,-2.0,1.0,0,0.9875683739433118,4.0,0.0,-1,0
78,78,526,79058,0,0.006653343115181287,5,0.0,0.037037037037037035,0.0,0.0,0.5307142734527588,11.0,0.2142857142857143,-1.0,2.0,0,0.9995029821073559,1.0,0.75,-1,0
79,79,566,10189,0,0.05555010305231134,5,0.0,0.04878048780487805,0.0,0.0,0.6415106654167175,22.0,0.24137931034482762,-12.0,5.0,0,0.9885629040278469,4.0,0.0,-1,0
80,80,566,12177,0,0.04648107087131481,5,0.0,0.0,0.0,0.0,0.5314815044403076,9.0,0.09999999999999998,0.0,2.0,0,0.991546494281452,4.0,0.0,-1,0
81,81,566,74723,0,0.0075746423457302425,5,0.0,0.0,0.0,0.0,0.41428571939468384,9.0,0.09999999999999998,-2.0,1.0,0,0.9875683739433118,4.0,0.0,-1,0
82,82,566,79058,0,0.007159300766525822,5,0.0,0.037037037037037035,0.0,0.0,0.5307142734527588,11.0,0.2142857142857143,-1.0,2.0,0,0.9995029821073559,1.0,0.75,-1,0
83,83,567,10189,0,0.055648248110707677,5,0.0,0.04878048780487805,0.0,0.0,0.6415106654167175,22.0,0.24137931034482762,-12.0,5.0,0,0.9885629040278469,4.0,0.0,-1,0
84,84,567,12177,0,0.04656319290465627,4,0.19999999999999996,0.0,0.0,0.0,0.5314815044403076,9.0,0.09999999999999998,0.0,2.0,0,0.991546494281452,4.0,0.0,-1,0
85,85,567,74723,0,0.0075880251060583825,4,0.19999999999999996,0.0,0.0,0.0,0.41428571939468384,9.0,0.09999999999999998,-2.0,1.0,0,0.9875683739433118,4.0,0.0,-1,0
86,86,567,79058,0,0.007171949707809433,5,0.0,0.037037037037037035,0.0,0.0,0.5307142734527588,11.0,0.2142857142857143,-1.0,2.0,0,0.9995029821073559,1.0,0.75,-1,0
87,87,599,77810,0,0.007698239300861109,5,0.0,0.0,0.0,0.0,0.44841268658638,11.0,0.08333333333333337,-4.0,1.0,0,0.9950347567030785,1.0,0.75,-1,0
88,88,659,74222,0,0.008878769098111028,5,0.0,0.0,0.0,0.0,0.550000011920929,8.0,0.19999999999999996,0.0,2.0,0,0.9895209580838323,4.0,0.0,-1,0
89,89,736,18817,0,0.03911356751873307,5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,12.0,12.0,1,1.0,0.0,1.0,-1,1
90,90,744,44055,0,0.016887980932924762,4,0.19999999999999996,0.0,0.0,0.0,0.41592442989349365,16.0,0.1578947368421053,-3.0,2.0,0,0.9811227024341779,4.0,0.0,-1,0
91,91,744,51907,0,0.014333326911591837,5,0.0,0.034482758620689655,0.0,0.0,0.5096153616905212,12.0,0.07692307692307687,1.0,2.0,0,0.9990064580228515,1.0,0.75,-1,0
92,92,744,61828,0,0.012033382933298808,5,0.0,0.0,0.0,0.0,0.4065934121608734,12.0,0.07692307692307687,-5.0,1.0,0,0.9990064580228515,1.0,0.75,-1,0
93,93,744,64604,0,0.01151631477927062,3,0.4,0.0,0.0,0.0,0.4414529800415039,13.0,0.1333333333333333,0.0,2.0,0,0.9860904123199206,4.0,0.0,-1,0
94,94,744,65567,0,0.011347171595467276,5,0.0,0.0,0.0,0.0,0.5384615659713745,11.0,0.15384615384615385,2.0,2.0,0,0.9905613512170889,4.0,0.0,-1,0
95,95,744,73888,0,0.010069294066695544,4,0.19999999999999996,0.0,0.0,0.0,0.5189255475997925,13.0,0.0714285714285714,0.0,2.0,0,0.9846000993541977,4.0,0.0,-1,0
96,96,759,57885,0,0.013112205234516727,4,0.19999999999999996,0.0,0.0,0.0,0.49572649598121643,11.0,0.15384615384615385,-5.0,1.0,0,0.9841033283656234,4.0,0.0,-1,0
97,97,763,37403,0,0.02039943320054538,3,0.4,0.0,0.0,0.0,0.485897421836853,10.0,0.23076923076923073,0.0,2.0,1,1.0,0.0,1.0,-1,0
98,98,830,18684,0,0.044423035752515494,4,0.19999999999999996,1.0,1.0,1.0,1.0,0.0,1.0,5.0,5.0,1,1.0,0.0,1.0,-1,1
99,99,927,18684,0,0.049614643545279336,5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,5.0,1,1.0,0.0,1.0,-1,1
100,100,843,18941,0,0.04450662583812892,3,0.4,1.0,1.0,1.0,1.0,0.0,1.0,5.0,5.0,1,1.0,0.0,1.0,-1,1
101,101,843,29533,0,0.02854434022957375,4,0.19999999999999996,0.0,0.0,0.0,0.48472222685813904,13.0,0.1875,-8.0,2.0,0,0.9870967741935484,4.0,0.0,-1,0
102,102,843,30867,0,0.027310720186607074,4,0.19999999999999996,0.045454545454545456,0.0,0.0,0.6047618985176086,11.0,0.2142857142857143,-6.0,2.0,0,0.9890818858560794,4.0,0.0,-1,0
103,103,924,18941,0,0.04878306319624093,4,0.19999999999999996,1.0,1.0,1.0,1.0,0.0,1.0,5.0,5.0,1,1.0,0.0,1.0,-1,1
104,104,924,29533,0,0.03128703484237971,4,0.19999999999999996,0.0,0.0,0.0,0.48472222685813904,13.0,0.1875,-8.0,2.0,0,0.9870967741935484,4.0,0.0,-1,0
105,105,924,30867,0,0.02993488191272231,5,0.0,0.045454545454545456,0.0,0.0,0.6047618985176086,11.0,0.2142857142857143,-6.0,2.0,0,0.9890818858560794,4.0,0.0,-1,0
106,106,844,11701,0,0.0721305871293052,5,0.0,0.0,0.0,0.0,0.3444444537162781,13.0,0.1333333333333333,-8.0,2.0,0,0.9925298804780877,4.0,0.0,-1,0
107,107,844,79745,0,0.010583735657408,4,0.19999999999999996,0.0,0.0,0.0,0.36666667461395264,9.0,0.09999999999999998,-4.0,1.0,0,0.9965260545905708,2.0,0.5,-1,0
108,108,845,11701,0,0.07221604991026409,5,0.0,0.0,0.0,0.0,0.3444444537162781,13.0,0.1333333333333333,-8.0,2.0,0,0.9925298804780877,4.0,0.0,-1,0
109,109,845,79745,0,0.010596275628566021,3,0.4,0.0,0.0,0.0,0.36666667461395264,9.0,0.09999999999999998,-4.0,1.0,0,0.9965260545905708,2.0,0.5,-1,0
110,110,847,11701,0,0.07238697547218187,4,0.19999999999999996,0.0,0.0,0.0,0.3444444537162781,13.0,0.1333333333333333,-8.0,2.0,0,0.9925298804780877,4.0,0.0,-1,0
111,111,847,79745,0,0.010621355570882174,4,0.19999999999999996,0.0,0.0,0.0,0.36666667461395264,9.0,0.09999999999999998,-4.0,1.0,0,0.9965260545905708,2.0,0.5,-1,0
112,112,851,11701,0,0.07272882659601743,4,0.19999999999999996,0.0,0.0,0.0,0.3444444537162781,13.0,0.1333333333333333,-8.0,2.0,0,0.9925298804780877,4.0,0.0,-1,0
113,113,851,79745,0,0.01067151545551448,5,0.0,0.0,0.0,0.0,0.36666667461395264,9.0,0.09999999999999998,-4.0,1.0,0,0.9965260545905708,2.0,0.5,-1,0
114,114,861,11701,0,0.07358345440560632,4,0.19999999999999996,0.0,0.0,0.0,0.3444444537162781,13.0,0.1333333333333333,-8.0,2.0,0,0.9925298804780877,4.0,0.0,-1,0
115,115,861,79745,0,0.010796915167095134,5,0.0,0.0,0.0,0.0,0.36666667461395264,9.0,0.09999999999999998,-4.0,1.0,0,0.9965260545905708,2.0,0.5,-1,0
116,116,862,11701,0,0.07366891718656521,5,0.0,0.0,0.0,0.0,0.3444444537162781,13.0,0.1333333333333333,-8.0,2.0,0,0.9925298804780877,4.0,0.0,-1,0
117,117,862,79745,0,0.010809455138253155,5,0.0,0.0,0.0,0.0,0.36666667461395264,9.0,0.09999999999999998,-4.0,1.0,0,0.9965260545905708,2.0,0.5,-1,0
118,118,863,11701,0,0.0737543799675241,5,0.0,0.0,0.0,0.0,0.3444444537162781,13.0,0.1333333333333333,-8.0,2.0,0,0.9920358387257342,4.0,0.0,-1,0
119,119,863,79745,0,0.010821995109411287,5,0.0,0.0,0.0,0.0,0.36666667461395264,9.0,0.09999999999999998,-4.0,1.0,0,0.9970223325062034,2.0,0.5,-1,0
120,120,871,11701,0,0.07443808221519532,3,0.4,0.0,0.0,0.0,0.3444444537162781,13.0,0.1333333333333333,-8.0,2.0,0,0.9925298804780877,4.0,0.0,-1,0
121,121,871,79745,0,0.010922314878675787,4,0.19999999999999996,0.0,0.0,0.0,0.36666667461395264,9.0,0.09999999999999998,-4.0,1.0,0,0.9965260545905708,2.0,0.5,-1,0
122,122,882,11701,0,0.0753781728057431,5,0.0,0.0,0.0,0.0,0.3444444537162781,13.0,0.1333333333333333,-8.0,2.0,0,0.9920358387257342,4.0,0.0,-1,0
123,123,882,79745,0,0.011060254561414462,5,0.0,0.0,0.0,0.0,0.36666667461395264,9.0,0.09999999999999998,-4.0,1.0,0,0.9970223325062034,2.0,0.5,-1,0
124,124,903,11701,0,0.07717289120587989,4,0.19999999999999996,0.0,0.0,0.0,0.3444444537162781,13.0,0.1333333333333333,-8.0,2.0,0,0.9920358387257342,4.0,0.0,-1,0
125,125,903,79745,0,0.011323593955733902,4,0.19999999999999996,0.0,0.0,0.0,0.36666667461395264,9.0,0.09999999999999998,-4.0,1.0,0,0.9970223325062034,2.0,0.5,-1,0
126,126,904,11701,0,0.07725835398683878,4,0.19999999999999996,0.0,0.0,0.0,0.3444444537162781,13.0,0.1333333333333333,-8.0,2.0,0,0.9920358387257342,4.0,0.0,-1,0
127,127,904,79745,0,0.011336133926891923,3,0.4,0.0,0.0,0.0,0.36666667461395264,9.0,0.09999999999999998,-4.0,1.0,0,0.9970223325062034,2.0,0.5,-1,0
128,128,905,11701,0,0.07734381676779767,4,0.19999999999999996,0.0,0.0,0.0,0.3444444537162781,13.0,0.1333333333333333,-8.0,2.0,0,0.9920358387257342,4.0,0.0,-1,0
129,129,905,79745,0,0.011348673898050055,3,0.4,0.0,0.0,0.0,0.36666667461395264,9.0,0.09999999999999998,-4.0,1.0,0,0.9970223325062034,2.0,0.5,-1,0
130,130,906,11701,0,0.07742927954875656,4,0.19999999999999996,0.0,0.0,0.0,0.3444444537162781,13.0,0.1333333333333333,-8.0,2.0,0,0.9920358387257342,4.0,0.0,-1,0
131,131,906,79745,0,0.011361213869208076,4,0.19999999999999996,0.0,0.0,0.0,0.36666667461395264,9.0,0.09999999999999998,-4.0,1.0,0,0.9970223325062034,2.0,0.5,-1,0
132,132,907,11701,0,0.07751474232971545,4,0.19999999999999996,0.0,0.0,0.0,0.3444444537162781,13.0,0.1333333333333333,-8.0,2.0,0,0.9920358387257342,4.0,0.0,-1,0
133,133,907,79745,0,0.011373753840366208,4,0.19999999999999996,0.0,0.0,0.0,0.36666667461395264,9.0,0.09999999999999998,-4.0,1.0,0,0.9970223325062034,2.0,0.5,-1,0
134,134,899,10917,0,0.0823486305761656,4,0.19999999999999996,0.04,0.0,0.0,0.5940476059913635,10.0,0.2857142857142857,-2.0,2.0,0,0.9920239282153539,4.0,0.0,-1,0
135,135,899,16080,0,0.05590796019900501,5,0.0,0.0,0.0,0.0,0.5079365372657776,12.0,0.1428571428571429,2.0,2.0,0,0.9995017438963627,1.0,0.75,-1,0
136,136,899,16677,0,0.053906577921688514,5,0.0,0.03333333333333333,0.0,0.0,0.5780220031738281,13.0,0.0714285714285714,0.0,2.0,0,0.9985067197610752,1.0,0.75,-1,0
137,137,899,26272,0,0.03421894031668693,5,0.0,0.0,0.0,0.0,0.45793649554252625,12.0,0.1428571428571429,-1.0,4.0,0,0.9865403788634097,4.0,0.0,-1,0
138,138,899,46011,0,0.019538805937710513,5,0.0,0.0,0.0,0.0,0.5476190447807312,11.0,0.2142857142857143,-4.0,2.0,0,0.9885343968095713,4.0,0.0,-1,0
139,139,899,46630,0,0.019279433840874938,5,0.0,0.0,0.0,0.0,0.2698412835597992,13.0,0.0714285714285714,-1.0,1.0,0,0.9900299102691924,3.0,0.25,-1,0
140,140,899,66157,0,0.013588887041431796,5,0.0,0.0,0.0,0.0,0.44780218601226807,13.0,0.0714285714285714,0.0,3.0,0,0.996011964107677,4.0,0.0,-1,0
141,141,899,67684,0,0.013282311920099321,5,0.0,0.0,0.0,0.0,0.4047619104385376,12.0,0.1428571428571429,-3.0,1.0,0,0.9995017438963627,1.0,0.75,-1,0
142,142,899,69154,0,0.01299997107904094,4,0.19999999999999996,0.0,0.0,0.0,0.5142857432365417,13.0,0.0714285714285714,-8.0,1.0,0,0.9960278053624627,2.0,0.5,-1,0
