id,Song_Name,Artist_Name,Genre,Released
922,i had a notion,ike & tina turner,pop,1960
928,king of clowns,neil sedaka,pop,1960
934,look inside your heart,neil sedaka,pop,1960
952,you always hurt the one you love,fats domino,pop,1960
964,bobby sox to stockings,frankie avalon,pop,1960
967,the wanderer,eden ahbez,pop,1960
977,always it's you,the everly brothers,pop,1960
980,just ask your heart,frankie avalon,pop,1960
984,so sad (to watch good love go bad),the everly brothers,pop,1960
986,sleepless nights,the everly brothers,pop,1960
996,walking to new orleans,fats domino,pop,1960
997,soul,sam cooke,pop,1960
1004,sweet nothin's,brenda lee,pop,1960
1013,breaking up is hard to do,neil sedaka,pop,1960
1015,you send me,sam cooke,pop,1960
1018,mio amore,the flamingos,pop,1960
1025,devil or angel,bobby vee,pop,1960
1026,i'm through with love,dion & the belmonts,pop,1960
1031,love hurts,the everly brothers,pop,1960
1041,"you, you, you",sam cooke,pop,1960
1043,far away places,sam cooke,pop,1960
1054,mockin' bird hill,patti page,pop,1960
1056,secret love,sam cooke,pop,1960
1059,bridge of tears,the flamingos,pop,1960
1076,heading home,brenda lee,pop,1960
1087,mona lisa,sam cooke,pop,1960
1094,falling in love,sam cooke,pop,1960
1098,don't lead me on,neil sedaka,pop,1960
1102,mary hamilton,joan baez,pop,1960
1104,the jet,chubby checker,pop,1961
1112,my mammy,the everly brothers,pop,1961
1122,blue holiday,the shirelles,pop,1961
1126,mister sandman,bobby vee,pop,1961
1137,the dance is over,the shirelles,pop,1961
1143,the search,del shannon,pop,1961
1146,the twelfth of never,andy williams,pop,1961
1155,baby face,brian hyland,pop,1961
1171,it's mine,the shirelles,pop,1961
1173,what a sweet thing that was,the shirelles,pop,1961
1174,mona lisa,johnny burnette,pop,1961
1177,oh lonesome me,johnny burnette,pop,1961
1178,paper tiger,sue thompson,pop,1961
1180,am i blue,les paul,pop,1961
1182,إلى حبيبى تسجيل حفلة,najat al saghira,pop,1961
1187,the more i see you,bobby darin,pop,1961
1201,the song is ended (but the melody lingers on),sam cooke,pop,1961
1203,blue avenue,roy orbison,pop,1961
1204,rock house,roy orbison,pop,1961
1205,hello josephine,jerry lee lewis,pop,1961
1218,footsteps,steve lawrence,pop,1961
1256,rubber ball,bobby vee,pop,1961
1266,runaway,del shannon,pop,1961
1275,angelina,harry belafonte,pop,1961
1277,more than i can say,bobby vee,pop,1961
1297,devil doll,roy orbison,pop,1961
1303,"goodnight, irene",les paul,pop,1961
1336,dream lover,johnny burnette,pop,1961
1339,danny boy,andy williams,pop,1961
1340,bally mena,harry belafonte,pop,1961
1347,when i fall in love,brenda lee,pop,1961
1352,out in the cold again,sam cooke,pop,1961
1356,angel in my heart,brian hyland,pop,1961
1362,fools rush in,dion,pop,1961
1367,bad boy,mary wells,pop,1961
1371,havin' fun,dion,pop,1961
1385,i'll be there,bobby darin,pop,1962
1388,blue skies,bobby darin,pop,1962
1408,two wrongs don't make a right,mary wells,pop,1962
1415,your heart belongs to me,the supremes,pop,1962
1417,what's a matter baby (is it hurting you),timi yuro,pop,1962
1434,king without a queen,dion,pop,1962
1438,lessons in love,cliff richard & the shadows,pop,1962
1439,breaking up is hard to do,shelley fabares,pop,1962
1451,the hucklebuck,chubby checker,pop,1962
1458,run to him,bobby vee,pop,1962
1471,uptown,little eva,pop,1962
1472,i sold my heart to the junkman,dee dee sharp,pop,1962
1478,let me in,the orlons,pop,1962
1483,night life,roy orbison,pop,1962
1485,here comes the night,ben e. king,pop,1962
1493,big john (ain't you gonna marry me),the shirelles,pop,1962
1507,dreamy eyes,johnny tillotson,pop,1962
1518,sharing you,bobby vee,pop,1962
1519,only you (and you alone),brenda lee,pop,1962
1522,your song,andy williams,pop,1962
1524,donna the prima donna,dion,pop,1962
1543,the great pretender,roy orbison,pop,1962
1545,"tonight, tonight",dion,pop,1962
1554,what's so good about goodbye,smokey robinson & the miracles,pop,1962
1557,take good care of her,johnny tillotson,pop,1962
1560,if i had a hammer,"peter, paul and mary",pop,1962
1562,three coins in the fountain,andy williams,pop,1962
1564,love is a many-splendored thing,andy williams,pop,1962
1571,tonight,andy williams,pop,1962
1580,it's over,roy orbison,pop,1962
1582,crying in the rain,the everly brothers,pop,1962
1591,crying,roy orbison,pop,1962
1634,smile,the lettermen,pop,1962
1639,summer song,roy orbison,pop,1962
1641,i promise love,ben e. king,pop,1962
1661,autumn to may,"peter, paul and mary",pop,1962
1666,she cried,jay & the americans,pop,1962
1668,gospel plow,bob dylan,pop,1962
1670,if i had my way,"peter, paul and mary",pop,1962
1687,when the girl in your arms is the girl in your heart,cliff richard,pop,1962
1707,white christmas,andy williams,pop,1963
1708,operator,mary wells,pop,1963
1729,girl from the north country,bob dylan,pop,1963
1745,i would,lesley gore,pop,1963
1753,i understand,lesley gore,pop,1963
1760,chora tua tristeza,vince guaraldi,pop,1963
1764,breakin' in a brand new broken heart,connie francis,pop,1963
1769,wonderful summer,robin ward,pop,1963
1784,time to go,lesley gore,pop,1963
1802,masters of war,bob dylan,pop,1963
1814,santa claus is coming to town,the crystals,pop,1963
1818,(they call you) gigolette,roy orbison,pop,1963
1820,house without windows,roy orbison,pop,1963
1823,my foolish heart,lesley gore,pop,1963
1835,wonderful! wonderful!,the tymes,pop,1963
1840,dream,roy orbison,pop,1963
1854,judy's turn to cry,lesley gore,pop,1963
1857,shy girl,the cascades,pop,1963
1864,dreamin',the cascades,pop,1963
1878,the last leaf,the cascades,pop,1963
1896,in my room,the beach boys,pop,1963
1899,you've really got a hold on me,the miracles,pop,1963
1903,surfer girl (stereo),the beach boys,pop,1963
1919,so much in love,the tymes,pop,1963
1922,my happiness,connie francis,pop,1963
1923,alone,frankie valli & the four seasons,pop,1963
1927,break it to me gently,brenda lee,pop,1963
1929,it's all right,the impressions,pop,1963
1930,christmas (baby please come home),darlene love,pop,1963
1933,mean old world,sam cooke,pop,1963
1942,run bobby run,lesley gore,pop,1963
1955,fly me to the moon,brenda lee,pop,1963
1961,my heart has a mind of its own,connie francis,pop,1963
1962,no more tears,lesley gore,pop,1963
1976,in my room (mono),the beach boys,pop,1963
1987,my first day alone,the cascades,pop,1963
1988,hawaii,the beach boys,pop,1963
1998,what kind of fool am i?,lesley gore,pop,1963
2001,runaround sue,del shannon,pop,1963
2004,a marshmallow world,darlene love,pop,1963
2008,string along,ricky nelson,pop,1963
2009,smoke rings,sam cooke,pop,1963
2017,can't believe it,manfred mann,pop,1964
2027,in the land of make believe,the drifters,pop,1964
2051,leave me alone,lesley gore,pop,1964
2055,my whole world is falling down,brenda lee,pop,1964
2057,ask any girl,the supremes,pop,1964
2073,rat race,the drifters,pop,1964
2087,sidewalk surfin',jan & dean,pop,1964
2091,at the scene,the dave clark five,pop,1964
2094,last one to be loved,dionne warwick,pop,1964
2095,long long winter,the impressions,pop,1964
2097,yes,jay & the americans,pop,1964
2101,papa-oom-mow-mow,the beach boys,pop,1964
2103,my baby just cares for me,mary wells,pop,1964
2113,danny,lesley gore,pop,1964
2127,"fun, fun, fun",the beach boys,pop,1964
2138,tomorrow,jay & the americans,pop,1964
2153,little honda (stereo),the beach boys,pop,1964
2154,my back pages,bob dylan,pop,1964
2169,he was my brother,simon & garfunkel,pop,1964
2170,the sun is burning,simon & garfunkel,pop,1964
2181,where did our love go,the supremes,pop,1964
2194,walk on by,dionne warwick,pop,1964
2196,needles and pins,the searchers,pop,1964
2202,"fun, fun, fun (mono)",the beach boys,pop,1964
2209,baby love,the supremes,pop,1964
2237,reach out for me,dionne warwick,pop,1964
2241,smokestack lightning,manfred mann,pop,1964
2244,cotton candy,al hirt,pop,1964
2247,stay awhile,dusty springfield,pop,1964
2249,wishin' and hopin',dionne warwick,pop,1964
2252,pom pom play girl,the beach boys,pop,1964
2255,"long, tall sally",jerry lee lewis,pop,1964
2283,anyone who had a heart,dusty springfield,pop,1964
2289,hurdy gurdy man,donovan,pop,1964
2305,why do fools fall in love,the beach boys,pop,1964
2308,the good life,bobby darin,pop,1965
2334,i am a rock,paul simon,pop,1965
2335,i'll feel a whole lot better,the byrds,pop,1965
2336,hard to believe,the impressions,pop,1965
2337,see the real me,the impressions,pop,1965
2354,she don't care about time,the byrds,pop,1965
2375,in the misty moonlight,skeeter davis,pop,1965
2379,teardrops will fall,wilson pickett,pop,1965
2385,queen jane approximately,bob dylan,pop,1965
2394,"hi lili, hi lo",manfred mann,pop,1965
2396,needles and pins,gary lewis & the playboys,pop,1965
2399,see that girl,the righteous brothers,pop,1965
2410,eight miles high,the byrds,pop,1965
2423,crawling back,roy orbison,pop,1965
2435,to sing for you,donovan,pop,1965
2441,nothing but heartaches,the supremes,pop,1965
2444,"theme from ""a summer place""",bobby vinton,pop,1965
2453,losing you,dusty springfield,pop,1965
2455,goodbye my love,the searchers,pop,1965
2459,"if you gotta go, go now (or else you got to stay all night)",bob dylan,pop,1965
2465,you've really got a hold on me,the zombies,pop,1965
2467,don't look back (feat. van morrison),them,pop,1965
2480,i remember when i loved her,the zombies,pop,1965
2489,just once in my life,the righteous brothers,pop,1965
2490,sticks and stones,the zombies,pop,1965
2493,lies (are breaking my heart),the knickerbockers,pop,1965
2495,on the road again,bob dylan,pop,1965
2499,try to remember,the brothers four,pop,1965
2511,unchained melody,the righteous brothers,pop,1965
2516,stop! in the name of love,the supremes,pop,1965
2533,(i'm a) road runner,jr. walker & the all stars,pop,1965
2536,"my darling, i love you",al martino,pop,1965
2540,sportin' life,the lovin' spoonful,pop,1965
2542,satisfied mind,joan baez,pop,1965
2546,good to my baby,the beach boys,pop,1965
2550,"farewell, angelina",joan baez,pop,1965
2558,you'll never walk alone,the righteous brothers,pop,1965
2560,you're gonna need somebody on your bond,donovan,pop,1965
2571,in the back of my mind,the beach boys,pop,1965
2584,ask the lonely,four tops,pop,1965
2589,almost there,andy williams,pop,1965
2606,hangman,"peter, paul and mary",pop,1965
2611,woman's got soul,the impressions,pop,1965
2612,april come she will,paul simon,pop,1965
2622,popsicle,jan & dean,pop,1966
2642,i'll be true to you,the monkees,pop,1966
2646,somebody help me,the spencer davis group,pop,1966
2654,pet sounds,the beach boys,pop,1966
2669,don't talk (put your head on my shoulder),the beach boys,pop,1966
2689,remember,andy williams,pop,1966
2691,i was young when i left home,bob dylan,pop,1966
2694,take a giant step,the monkees,pop,1966
2703,this old heart of mine (is weak for you),the supremes,pop,1966
2722,when she touches me,percy sledge,pop,1966
2730,sealed with a kiss,the happenings,pop,1966
2734,trapped,los bravos,pop,1966
2735,the city never sleeps at night,nancy sinatra,pop,1966
2743,good vibrations,the beach boys,pop,1966
2746,get it on,paul revere & the raiders,pop,1966
2754,a message to pretty,love,pop,1966
2759,cast your fate to the wind,the sandpipers,pop,1966
2777,strange street affair under blue,tim buckley,pop,1966
2778,it hurts to be in love,gene pitney,pop,1966
2785,kicks,paul revere & the raiders,pop,1966
2786,a lover's concerto,the supremes,pop,1966
2794,i call your name,the mamas & the papas,pop,1966
2810,dancing in the street,the mamas & the papas,pop,1966
2834,bang bang (my baby shot me down),nancy sinatra,pop,1966
2843,you don't have to say you love me,dusty springfield,pop,1966
2852,tomorrow's gonna be another day,the monkees,pop,1966
2853,loving you is sweeter than ever,four tops,pop,1966
2862,this just doesn't seem to be my day,the monkees,pop,1966
2870,three king fishers,donovan,pop,1966
2872,you are my destiny,paul anka,pop,1966
2881,bang bang (my baby shot me down),cher,pop,1966
2882,rain,walter wanderley,pop,1966
2897,nashville cats,the lovin' spoonful,pop,1966
2929,chattanooga choo choo,harpers bizarre,pop,1967
2944,cerdes (outside the gates of),procol harum,pop,1967
2946,like the seasons,the turtles,pop,1967
2952,long summer days,the moody blues,pop,1967
2961,sometime,the association,pop,1967
2985,what i'd give to see your face again,tommy james & the shondells,pop,1967
2992,echoes,gene clark,pop,1967
2996,alfie,dionne warwick,pop,1967
2998,snoopy vs. the red baron,the royal guardsmen,pop,1967
3003,the day we fall in love,the monkees,pop,1967
3004,c.t.a.,the byrds,pop,1967
3021,i am a lonesome hobo,bob dylan,pop,1967
3032,a christmas camel,procol harum,pop,1967
3035,all of your toys,the monkees,pop,1967
3047,with me tonight (mono),the beach boys,pop,1967
3049,vine street,van dyke parks,pop,1967
3071,hummin' happy,strawberry alarm clock,pop,1967
3076,a house is not a home,burt bacharach,pop,1967
3079,i'm blue,the sweet inspirations,pop,1967
3080,oh gosh,donovan,pop,1967
3091,vegetables,the beach boys,pop,1967
3095,dark end of the street,percy sledge,pop,1967
3111,andmoreagain,love,pop,1967
3116,with me tonight,the beach boys,pop,1967
3120,so you want to be a rock 'n' roll star,the byrds,pop,1967
3130,my special prayer,percy sledge,pop,1967
3131,my world (il mondo),engelbert humperdinck,pop,1967
3137,darlin',the beach boys,pop,1967
3141,heroes and villains,the beach boys,pop,1967
3150,groovin',the young rascals,pop,1967
3168,"somewhere, my love (lara's theme from ""dr. zhivago"")",andy williams,pop,1967
3176,creeque alley,the mamas & the papas,pop,1967
3187,whistle in,the beach boys,pop,1967
3189,there's no stopping us now,the supremes,pop,1967
3199,forget that girl,the monkees,pop,1967
3206,just walk in my shoes,gladys knight & the pips,pop,1967
3208,i pity the poor immigrant,bob dylan,pop,1967
3218,good vibrations (mono),the beach boys,pop,1967
3226,somewhere there's a feather,nico,pop,1967
3227,the good humor man he sees everything like this,love,pop,1967
3237,i dreamed i saw st. augustine,bob dylan,pop,1967
3245,sing for your supper,the mamas & the papas,pop,1967
3248,little sister,nico,pop,1967
3264,more love,smokey robinson & the miracles,pop,1967
3269,dawn: dawn is a feeling,the moody blues,pop,1967
3271,i was made to love her,the beach boys,pop,1967
3283,(there's) always something there to remind me,josé feliciano,pop,1968
3291,it's too late,carole king,pop,1968
3320,reverend posey,gary puckett & the union gap,pop,1968
3327,the sun is a very magic fellow,donovan,pop,1968
3341,the legend of xanadu,"dave dee, dozy, beaky, mick & tich",pop,1968
3345,i'm in a different world,four tops,pop,1968
3346,top of the world,mandy moore,pop,1968
3352,change is now,the byrds,pop,1968
3355,elusive dreams,nancy sinatra,pop,1968
3367,tomorrow,strawberry alarm clock,pop,1968
3368,hi it's been a long time,donovan,pop,1968
3381,i'm alive,céline dion,pop,1968
3384,dream world,the monkees,pop,1968
3390,bath,harry nilsson,pop,1968
3405,reachin' for something i can't have,the marvelettes,pop,1968
3407,love,margo guryan,pop,1968
3411,you don't miss your water,the byrds,pop,1968
3421,lea,the cats,pop,1968
3430,what am i doing here?,the moody blues,pop,1968
3431,some sunny day,the millennium,pop,1968
3440,senorita rita,the archies,pop,1968
3445,look to your soul,johnny rivers,pop,1968
3460,every little bit hurts,gladys knight & the pips,pop,1968
3474,old john robertson,the byrds,pop,1968
3476,requiem for the masses,the association,pop,1968
3489,safe in my garden,the mamas & the papas,pop,1968
3498,i wonder what she's doing tonight?,tommy boyce,pop,1968
3520,punky's dilemma,simon & garfunkel,pop,1968
3551,i get the sweetest feeling,jackie wilson,pop,1968
3562,"woman, woman",gary puckett & the union gap,pop,1968
3564,beechwood park (mono version),the zombies,pop,1968
3569,as we go along,the monkees,pop,1968
3574,blue canadian rockies,the byrds,pop,1968
3583,meant for you,the beach boys,pop,1968
3587,somethin' goin' on,"blood, sweat & tears",pop,1968
3589,yester love,smokey robinson & the miracles,pop,1968
3597,"sunrise, sunset",perry como,pop,1968
3598,"anna lee, the healer",the beach boys,pop,1968
3609,sunny,josé feliciano,pop,1968
3634,sometimes in winter,"blood, sweat & tears",pop,1968
3644,smiling phases,"blood, sweat & tears",pop,1968
3657,someday soon,judy collins,pop,1968
3673,"farewell, farewell",fairport convention,pop,1969
3685,the dream,the moody blues,pop,1969
3686,good rockin' tonight,buddy holly,pop,1969
3689,back in your arms,wilson pickett,pop,1969
3694,crazy man michael,fairport convention,pop,1969
3708,i love my shirt,donovan,pop,1969
3710,get behind me,scott walker,pop,1969
3725,fotheringay,fairport convention,pop,1969
3732,just one smile,dusty springfield,pop,1969
3733,ain't that a lotta love,three dog night,pop,1969
3734,lying in the sunshine,free,pop,1969
3764,sunny,classics iv,pop,1969
3768,walk away renee,the cowsills,pop,1969
3774,let me into your life,engelbert humperdinck,pop,1969
3779,london bridge,bread,pop,1969
3795,listen to the band,the monkees,pop,1969
3798,nottamun town,fairport convention,pop,1969
3801,dream,love,pop,1969
3805,the girl i find,the impressions,pop,1969
3817,love letters,engelbert humperdinck,pop,1969
3818,a time for us,engelbert humperdinck,pop,1969
3836,country pie,bob dylan,pop,1969
3840,duchess,scott walker,pop,1969
3860,"ob-la-di, ob-la-da",marmalade,pop,1969
3866,eli's coming,three dog night,pop,1969
3892,son of a preacher man,dusty springfield,pop,1969
3916,tonight i'll be staying here with you,bob dylan,pop,1969
3933,the old revolution,leonard cohen,pop,1969
3934,tin angel,joni mitchell,pop,1969
3967,what a day,poco,pop,1969
3976,all through the night,"peter, paul and mary",pop,1969
3984,everyday with you girl,classics iv,pop,1969
3993,the puppy song,harry nilsson,pop,1969
4001,"yesterday, when i was young",shirley bassey,pop,1970
4004,home again,glen campbell,pop,1970
4007,gotta travel on,bob dylan,pop,1970
4012,beaucoups of blues,ringo starr,pop,1970
4022,sympathy for the devil,"blood, sweat & tears",pop,1970
4027,into the mystic,van morrison,pop,1970
4046,let it be me,bob dylan,pop,1970
4053,woman,three dog night,pop,1970
4055,brontosaurus,the move,pop,1970
4056,give me a kiss,van morrison,pop,1970
4060,don't you feel small,the moody blues,pop,1970
4072,oblio's return,harry nilsson,pop,1970
4090,song to the siren,tim buckley,pop,1970
4103,ghost story,john cale,pop,1970
4110,nobody knows you when you're down and out,van morrison,pop,1970
4113,wicked messenger,faces,pop,1970
4119,it's up to you,the moody blues,pop,1970
4122,early in the morning,vanity fare,pop,1970
4139,check out your mind,the impressions,pop,1970
4141,adelaide,john cale,pop,1970
4164,feelin' alright,lulu,pop,1970
4184,big white cloud,john cale,pop,1970
4186,without you,badfinger,pop,1970
4187,bye bye love,simon & garfunkel,pop,1970
4213,mama nantucket,michael nesmith,pop,1970
4244,"so long, frank lloyd wright",simon & garfunkel,pop,1970
4252,"tighter, tighter",alive 'n kickin',pop,1970
4256,come and get it,badfinger,pop,1970
4258,slipping away,dave edmunds,pop,1970
4260,the game,harry nilsson,pop,1970
4262,gideon's bible,john cale,pop,1970
4294,i live one day at a time,joan baez,pop,1970
4301,the pointed man,harry nilsson,pop,1970
4310,add some music to your day,the beach boys,pop,1970
4314,are you sleeping?,harry nilsson,pop,1970
4315,day of the locusts,bob dylan,pop,1970
4342,happy heart,andy williams,pop,1970
4344,queen of the hours,electric light orchestra,pop,1971
4356,pearl,the mamas & the papas,pop,1971
4366,what a life i've led,the hollies,pop,1971
4368,dear friend,wings,pop,1971
4384,after you came,the moody blues,pop,1971
4390,tomorrow,wings,pop,1971
4393,have you seen my baby?,flamin' groovies,pop,1971
4396,"they caught the devil and put him in jail in eudora, arkansas",tony joe white,pop,1971
4398,way back home,jr. walker & the all stars,pop,1971
4407,day after day,badfinger,pop,1971
4410,bring me coffee or tea,can,pop,1971
4414,european blueboy,the mamas & the papas,pop,1971
4418,wild life,wings,pop,1971
4422,say you don't mind,colin blunstone,pop,1971
4429,name of the game,badfinger,pop,1971
4465,in the name,little richard,pop,1971
4472,mexican divorce,burt bacharach,pop,1971
4480,jail bait,wishbone ash,pop,1971
4485,here comes that rainy day feeling again,the fortunes,pop,1971
4488,long dark road,the hollies,pop,1971
4495,eve of destruction,paul revere & the raiders,pop,1971
4497,can i have my money back?,gerry rafferty,pop,1971
4504,mary skeffington,gerry rafferty,pop,1971
4511,oh yeah,can,pop,1971
4514,dream baby (how long must i dream),glen campbell,pop,1971
4520,an old fashioned love song,three dog night,pop,1971
4527,hold your head up,argent,pop,1971
4529,disney girls (1957),the beach boys,pop,1971
4536,early in the morning,harry nilsson,pop,1971
4538,go down gamblin',"blood, sweat & tears",pop,1971
4566,river,joni mitchell,pop,1971
4574,don't pull your love out,"hamilton, joe frank & reynolds",pop,1971
4613,indian reservation (the lament of the cherokee reservation indian),paul revere & the raiders,pop,1971
4620,go away little girl,donny osmond,pop,1971
4621,since i fell for you,bonnie raitt,pop,1971
4629,legend in your own time,carly simon,pop,1971
4642,live in your love,bread,pop,1971
4652,for a spanish guitar,gene clark,pop,1971
4684,one more time to live,the moody blues,pop,1971
4711,welcome to the music,bread,pop,1972
4742,"sisters, o sisters",yoko ono,pop,1972
4749,sometime world,wishbone ash,pop,1972
4762,everybody's somebody's fool,michael jackson,pop,1972
4763,love is here and now you're gone,michael jackson,pop,1972
4776,in our small way,michael jackson,pop,1972
4781,black maria,todd rundgren,pop,1972
4796,breathless,todd rundgren,pop,1972
4806,the air that i breathe,albert hammond,pop,1972
4810,le feel internacionale,todd rundgren,pop,1972
4826,"crying, laughing, loving, lying",labi siffre,pop,1972
4827,freakin' at the freakers' ball,dr. hook,pop,1972
4828,some folks is even whiter than me,todd rundgren,pop,1972
4841,save it,gilbert o'sullivan,pop,1972
4846,sheraton gibson,pete townshend,pop,1972
4851,half heaven half heartache,gene pitney,pop,1972
4860,sea diver,mott the hoople,pop,1972
4865,and settlin' down,poco,pop,1972
4875,makin' it natural,dr. hook,pop,1972
4881,simple song of freedom,bobby darin,pop,1972
4903,hummingbird,seals and crofts,pop,1972
4910,ready for love / after lights,mott the hoople,pop,1972
4912,i wanna be with you,raspberries,pop,1972
4949,garden party,ricky nelson,pop,1972
4953,evil woman,electric light orchestra,pop,1972
4977,here she comes,the beach boys,pop,1972
4986,diamond girl,seals and crofts,pop,1972
4998,time was,wishbone ash,pop,1972
5020,yours for life,bread,pop,1972
5034,spoon,can,pop,1972
5047,everything put together falls apart,paul simon,pop,1972
5051,solitaire,neil sedaka,pop,1972
5058,the king will come,wishbone ash,pop,1972
5076,automatically sunshine,the supremes,pop,1972
5077,been to canaan,carole king,pop,1972
